Taxon	Level	Annot	Sample_type	F6_her	F6_abund	F6_pnull	F7_her	F7_abund	F7_pnull
Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae;Slackia	Genus	NA	D240	0	0.004	56.87	0	0.004	59.11
Actinobacteria;MB-A2-108	Class	NA	D25	0	0.012	79.01	NA	NA	NA
Actinobacteria;Rubrobacteria	Class	NA	D25	0	0.015	72.84	NA	NA	NA
Actinobacteria;Rubrobacteria;Rubrobacterales	Order	NA	D25	0	0.015	72.84	NA	NA	NA
Actinobacteria;Rubrobacteria;Rubrobacterales;Rubrobacteraceae	Family	NA	D25	0	0.015	72.84	NA	NA	NA
Actinobacteria;Rubrobacteria;Rubrobacterales;Rubrobacteraceae;Rubrobacter	Genus	NA	D25	0	0.015	72.84	NA	NA	NA
Actinobacteria;Thermoleophilia	Class	NA	D25	0	0.024	65.43	NA	NA	NA
Actinobacteria;Thermoleophilia	Class	NA	D240	0.0567	0.006	66.03	NA	NA	NA
Actinobacteria;Thermoleophilia	Class	NA	IC	0	0.015	60.76	NA	NA	NA
Actinobacteria;Thermoleophilia;Gaiellales	Order	NA	D25	0	0.017	69.14	NA	NA	NA
Actinobacteria;Thermoleophilia;Gaiellales	Order	NA	D240	0.0314	0.005	68.09	NA	NA	NA
Actinobacteria;Thermoleophilia;Gaiellales;Gaiellaceae	Family	NA	D25	0	0.017	69.14	NA	NA	NA
Actinobacteria;Thermoleophilia;Gaiellales;Gaiellaceae	Family	NA	D240	0.0314	0.005	68.09	NA	NA	NA
Actinobacteria;Thermoleophilia;Solirubrobacterales	Order	NA	D25	0	0.007	79.01	NA	NA	NA
Actinobacteria;Thermoleophilia;Solirubrobacterales	Order	NA	IC	0	0.007	72.92	NA	NA	NA
Armatimonadetes	Phylum	NA	IC	0.0009	0.014	62.85	NA	NA	NA
Armatimonadetes;OS-L	Class	NA	IC	0.0009	0.014	62.85	NA	NA	NA
Bacteroidetes	Phylum	NA	D25	0.0071	35.553	0	0.1625	36.945	0
Bacteroidetes	Phylum	NA	D120	0.0806	40.01	0	0.0233	38.108	0
Bacteroidetes	Phylum	NA	D240	0.1448	39.082	0	0.0564	40.734	0
Bacteroidetes	Phylum	NA	CC	0.0208	50.304	0	0.0687	53.51	0
Bacteroidetes	Phylum	NA	IC	0	1.611	0	0.1234	2.63	0.25
Bacteroidetes;Bacteroidia	Class	NA	D25	0.0593	35.414	0	0.1626	36.868	0
Bacteroidetes;Bacteroidia	Class	NA	D120	0.0763	39.841	0	0.0208	37.904	0
Bacteroidetes;Bacteroidia	Class	NA	D240	0.1456	38.853	0	0.0593	40.397	0
Bacteroidetes;Bacteroidia	Class	NA	CC	0.0221	50.223	0	0.0685	53.371	0
Bacteroidetes;Bacteroidia	Class	NA	IC	0	1.383	0	0.2122	2.566	0.49
Bacteroidetes;Bacteroidia;Bacteroidales	Order	NA	D25	0.0593	35.414	0	0.1626	36.868	0
Bacteroidetes;Bacteroidia;Bacteroidales	Order	NA	D120	0.0763	39.841	0	0.0208	37.904	0
Bacteroidetes;Bacteroidia;Bacteroidales	Order	NA	D240	0.1456	38.853	0	0.0593	40.397	0
Bacteroidetes;Bacteroidia;Bacteroidales	Order	NA	CC	0.0221	50.223	0	0.0685	53.371	0
Bacteroidetes;Bacteroidia;Bacteroidales	Order	NA	IC	0	1.383	0	0.2122	2.566	0.49
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae	Family	NA	D25	0.0878	8.55	0	0.1959	8.66	0
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae	Family	NA	D120	0.1742	1.095	0	0.162	1.117	0
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae	Family	NA	D240	0.1101	1.278	0	0.2941	1.111	0.17
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae	Family	NA	CC	0.2549	5.45	0	0.0993	8.358	0
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae	Family	NA	IC	0.0025	0.449	4.51	0.0594	0.97	6.62
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;5-7N15	Genus	NA	D240	0	0.009	57.98	NA	NA	NA
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides	Genus	NA	D25	0.0878	8.55	0	0.195	8.658	0
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides	Genus	NA	D120	0.1739	1.094	0	0.1613	1.114	0
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides	Genus	NA	D240	0.1116	1.26	0	0.2929	1.107	0.17
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides	Genus	NA	CC	0.255	5.444	0	0.0993	8.338	0
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides	Genus	NA	IC	0.0029	0.449	4.51	0.0594	0.97	6.62
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides_acidifaciens	Species	NA	D25	0.0351	0.008	45.68	0	0.008	65.95
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides_acidifaciens	Species	NA	D240	0.0132	0.01	58.29	NA	NA	NA
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides_acidifaciens	Species	NA	IC	0.0093	0.004	78.47	NA	NA	NA
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides_coprophilus	Species	NA	D25	0.4223	0.64	61.73	0.2205	0.15	71.12
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides_coprophilus	Species	NA	CC	0.1802	0.101	59.25	0.0414	0.211	64.52
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides_coprophilus	Species	NA	IC	0	0.148	79.86	0.193	0.2	70.1
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides_coprosuis	Species	NA	CC	NA	NA	NA	0	0.003	76.92
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides_fragilis	Species	NA	D25	0.2014	0.261	28.4	0	0.764	30.17
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides_fragilis	Species	NA	CC	0.0344	0.021	56.16	0.0095	0.156	44.11
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides_fragilis	Species	NA	IC	0	0.053	58.33	0.1675	0.49	35.78
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides_ovatus	Species	NA	D25	0.5162	0.012	53.09	0.0415	0.014	65.09
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides_plebeius	Species	NA	D25	0.3139	0.564	20.99	0	1.199	28.45
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides_plebeius	Species	NA	D240	0.0363	0.128	22.12	0.0667	0.038	79.04
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides_plebeius	Species	NA	CC	0.0028	0.019	54.79	0.026	0.096	40.82
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides_plebeius	Species	NA	IC	0	0.011	64.24	0.0949	0.073	62.75
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides_uniformis	Species	NA	D25	0	0.136	14.81	0	0.132	25
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides_uniformis	Species	NA	D120	0.0008	0.004	79.37	NA	NA	NA
Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides_uniformis	Species	NA	IC	0	0.024	70.14	NA	NA	NA
Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae	Family	NA	D25	0	0.038	51.85	0.464	0.022	70.69
Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae	Family	NA	D240	0.0164	0.005	62.24	NA	NA	NA
Bacteroidetes;Bacteroidia;Bacteroidales;BS11	Family	NA	D25	0	0.266	45.68	0	0.443	41.38
Bacteroidetes;Bacteroidia;Bacteroidales;BS11	Family	NA	D120	0.1889	1.315	7.16	0.0103	0.56	16.3
Bacteroidetes;Bacteroidia;Bacteroidales;BS11	Family	NA	D240	0.1848	1.028	5.37	0.1349	0.746	5.84
Bacteroidetes;Bacteroidia;Bacteroidales;BS11	Family	NA	CC	0	0.101	37.67	0.1382	0.269	38.93
Bacteroidetes;Bacteroidia;Bacteroidales;BS11	Family	NA	IC	0	0.019	72.92	0	0.043	55.15
Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae	Family	NA	D25	0.3115	2.101	0	0	0.83	0.86
Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae	Family	NA	D120	NA	NA	NA	0	0.009	74.07
Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae	Family	NA	D240	0.069	0.003	74.09	NA	NA	NA
Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae	Family	NA	CC	0.1209	0.014	61.99	0.0966	0.026	64.21
Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;Butyricimonas	Genus	NA	D25	0.2351	0.531	0	0	0.581	0.86
Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;Butyricimonas	Genus	NA	D120	NA	NA	NA	0	0.009	74.07
Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;Butyricimonas	Genus	NA	D240	0.0585	0.003	76.15	NA	NA	NA
Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;Butyricimonas	Genus	NA	CC	0	0.013	66.78	0.0694	0.022	68.29
Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;Odoribacter	Genus	NA	D25	0.2259	1.57	4.94	0	0.248	17.67
Bacteroidetes;Bacteroidia;Bacteroidales;p-2534-18B5	Family	NA	D25	0.1273	1.007	7.41	0	1.976	6.47
Bacteroidetes;Bacteroidia;Bacteroidales;p-2534-18B5	Family	NA	D120	0.1396	0.391	1.68	0	0.799	2.72
Bacteroidetes;Bacteroidia;Bacteroidales;p-2534-18B5	Family	NA	D240	0	0.484	1.74	0.0782	0.544	1.72
Bacteroidetes;Bacteroidia;Bacteroidales;p-2534-18B5	Family	NA	CC	0	0.113	14.73	0.073	0.19	21.66
Bacteroidetes;Bacteroidia;Bacteroidales;p-2534-18B5	Family	NA	IC	0.1093	0.007	61.81	0	0.012	65.44
Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae	Family	NA	D25	0	4.271	0	0.0262	2.745	0
Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae	Family	NA	D120	0	4.73	0	0.0566	4.438	0
Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae	Family	NA	D240	0.0041	4.575	0	0	4.472	0
Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae	Family	NA	CC	0.2616	10.988	0	0.0913	11.797	0
Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae	Family	NA	IC	0	0.146	3.47	0	0.399	6.62
Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;CF231	Genus	NA	D25	0	0.444	9.88	0.1114	0.598	2.16
Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;CF231	Genus	NA	D120	0.0789	1.268	0	0.0796	1.163	0
Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;CF231	Genus	NA	D240	0.0407	1.554	0	0	1.33	0
Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;CF231	Genus	NA	CC	0.109	2.973	0	0	3.461	0
Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;CF231	Genus	NA	IC	0.0915	0.038	21.18	0	0.076	27.7
Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Paraprevotella	Genus	NA	D120	0.1362	0.008	64.84	NA	NA	NA
Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Paraprevotella	Genus	NA	D240	0.051	0.012	51.5	0.162	0.019	55.33
Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Paraprevotella	Genus	NA	CC	0.0208	0.016	59.25	0.0758	0.074	54.16
Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella	Genus	NA	D25	0	3.388	0	0	1.698	0.43
Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella	Genus	NA	D120	0.0761	1.366	0	0.0956	1.188	0
Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella	Genus	NA	D240	0.1709	1.125	0	0.0449	0.911	0
Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella	Genus	NA	CC	0.3057	6.599	0	0.1941	6.483	0
Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella	Genus	NA	IC	0.1128	0.086	9.38	0	0.289	11.03
Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;YRC22	Genus	NA	D25	0.31	0.065	27.16	0.0639	0.092	24.57
Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;YRC22	Genus	NA	D120	0.1016	1.494	0	0.5983	1.598	0.25
Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;YRC22	Genus	NA	D240	0.0393	1.417	0	0.0892	1.673	0
Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;YRC22	Genus	NA	CC	0.0218	0.589	0	0.0349	0.522	1.88
Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;YRC22	Genus	NA	IC	0	0.009	51.39	0.1023	0.018	55.39
Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae	Family	NA	D25	0	1.389	0	0	2.016	0
Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae	Family	NA	D120	0.011	1.257	0	0	1.308	0
Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae	Family	NA	D240	0.0718	1.251	0	0.0985	1.17	0
Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae	Family	NA	CC	0.15	2.526	0	0.0237	3.077	0
Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae	Family	NA	IC	0.0308	0.054	14.93	0.0345	0.13	23.04
Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Paludibacter	Genus	NA	D120	0	0.002	72.63	0	0.006	61.23
Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Paludibacter	Genus	NA	D240	0	0.007	42.97	0.037	0.009	41.24
Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Paludibacter	Genus	NA	CC	0	0.01	50.68	0	0.019	27.47
Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides	Genus	NA	D25	0	1.324	0	0	1.802	0
Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides	Genus	NA	D120	0.012	1.095	0	0.0185	1.152	0
Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides	Genus	NA	D240	0.1076	1.123	0	0.1421	1.021	0
Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides	Genus	NA	CC	0.1786	2.418	0	0.0415	2.879	0
Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides	Genus	NA	IC	0.0273	0.042	17.36	0.01	0.077	25.49
Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides;Parabacteroides_distasonis	Species	NA	D25	0.5234	0.174	16.05	0	0.119	28.88
Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides;Parabacteroides_distasonis	Species	NA	IC	0	0.006	78.82	NA	NA	NA
Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas	Genus	NA	D120	0	0.004	72.84	NA	NA	NA
Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas	Genus	NA	D240	0	0.003	72.04	0	0.002	79.21
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae	Family	NA	D25	0	11.055	0	0.166	7.727	0
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae	Family	NA	D120	0.1251	16.77	0	0.0255	14.324	0
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae	Family	NA	D240	0.099	13.023	0	0.1517	11.553	0
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae	Family	NA	CC	0.0406	9.859	0	0.0413	6.998	0
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae	Family	NA	IC	0.032	0.319	1.74	0.1846	0.497	5.64
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella	Genus	NA	D25	0	10.956	0	0.1573	7.506	0
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella	Genus	NA	D120	0.1237	16.574	0	0.028	14.019	0
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella	Genus	NA	D240	0.1006	12.842	0	0.1487	11.261	0
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella	Genus	NA	CC	0.0448	9.764	0	0.0411	6.794	0
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella	Genus	NA	IC	0.0288	0.319	1.74	0.1831	0.496	5.64
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_copri	Species	NA	D25	0.2336	0.503	20.99	0	0.541	13.36
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_copri	Species	NA	D120	0.0853	2.057	0.42	0.0697	2.227	0.49
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_copri	Species	NA	D240	0.1357	2.008	0.16	0.065	1.282	2.58
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_copri	Species	NA	CC	0.0171	0.966	4.79	0.0992	0.419	22.61
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_copri	Species	NA	IC	0	0.047	29.17	0.2236	0.168	50.49
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_ruminicola	Species	NA	D120	NA	NA	NA	0	0.004	60.49
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_ruminicola	Species	NA	D240	NA	NA	NA	0	0.003	67.35
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_stercorea	Species	NA	D25	0	4.871	0	0.1812	3.574	1.72
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_stercorea	Species	NA	D120	0.0219	0.709	0.21	0	0.756	1.48
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_stercorea	Species	NA	D240	0.0665	0.392	3.16	0.1685	0.446	3.78
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_stercorea	Species	NA	CC	0.1875	0.947	3.42	0.0845	1.059	4.24
Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_stercorea	Species	NA	IC	0	0.038	35.76	0.2012	0.163	39.46
Bacteroidetes;Bacteroidia;Bacteroidales;RF16	Family	NA	D25	NA	0.065	58.02	0.0569	0.214	49.57
Bacteroidetes;Bacteroidia;Bacteroidales;RF16	Family	NA	D120	0.0299	1.937	0	NA	1.695	0.25
Bacteroidetes;Bacteroidia;Bacteroidales;RF16	Family	NA	D240	0.0622	2.546	0	0.1455	2.685	0
Bacteroidetes;Bacteroidia;Bacteroidales;RF16	Family	NA	CC	0	3.532	0	0	2.39	0.47
Bacteroidetes;Bacteroidia;Bacteroidales;RF16	Family	NA	IC	0	0.041	21.88	0	0.07	30.15
Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae	Family	NA	D25	0	0.553	1.23	0.0209	0.568	2.59
Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae	Family	NA	D120	0	0.021	21.47	0.0778	0.026	20.25
Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae	Family	NA	D240	0	0.075	8.37	0.0264	0.029	24.05
Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae	Family	NA	CC	0	0.091	7.19	0.0317	0.051	16.8
Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae	Family	NA	IC	0	0.048	57.99	NA	NA	NA
Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;AF12	Genus	NA	D240	0	0.002	78.67	NA	NA	NA
Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes	Genus	NA	D25	0	0.004	72.84	NA	NA	NA
Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes_indistinctus	Species	NA	D25	0	0.004	72.84	NA	NA	NA
Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Blvii28	Genus	NA	D240	0.0298	0.006	66.82	NA	NA	NA
Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Blvii28	Genus	NA	IC	0	0.033	75.69	NA	NA	NA
Bacteroidetes;Bacteroidia;Bacteroidales;S24-7	Family	NA	D25	0.3965	3.111	0	0.0248	6.094	0
Bacteroidetes;Bacteroidia;Bacteroidales;S24-7	Family	NA	D120	0.138	2.252	0	0.055	2.798	0
Bacteroidetes;Bacteroidia;Bacteroidales;S24-7	Family	NA	D240	0.0663	1.735	0	0.1866	1.412	0
Bacteroidetes;Bacteroidia;Bacteroidales;S24-7	Family	NA	CC	0.222	1.985	0	0.0123	2.297	0
Bacteroidetes;Bacteroidia;Bacteroidales;S24-7	Family	NA	IC	0	0.084	9.38	0	0.109	18.14
Bacteroidetes;Bacteroidia;Bacteroidales;SB-1	Family	NA	D240	0	0.01	60.66	NA	NA	NA
Bacteroidetes;Cytophagia	Class	NA	D25	0	0.017	75.31	NA	NA	NA
Bacteroidetes;Cytophagia	Class	NA	D240	0	0.005	68.72	NA	NA	NA
Bacteroidetes;Cytophagia;Cytophagales	Order	NA	D25	0	0.017	75.31	NA	NA	NA
Bacteroidetes;Cytophagia;Cytophagales	Order	NA	D240	0	0.005	68.72	NA	NA	NA
Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae	Family	NA	D25	0	0.017	75.31	NA	NA	NA
Bacteroidetes;Cytophagia;Cytophagales;Cytophagaceae	Family	NA	D240	0	0.005	68.72	NA	NA	NA
Bacteroidetes;Flavobacteriia	Class	NA	D25	0	0.049	54.32	0.2156	0.004	71.12
Bacteroidetes;Flavobacteriia	Class	NA	D240	0.034	0.012	58.14	NA	NA	NA
Bacteroidetes;Flavobacteriia	Class	NA	IC	0	0.082	44.79	0	0.048	28.43
Bacteroidetes;Flavobacteriia;Flavobacteriales	Order	NA	D25	0	0.049	54.32	0.2156	0.004	71.12
Bacteroidetes;Flavobacteriia;Flavobacteriales	Order	NA	D240	0.034	0.012	58.14	NA	NA	NA
Bacteroidetes;Flavobacteriia;Flavobacteriales	Order	NA	IC	0	0.082	44.79	0	0.048	28.43
Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae	Family	NA	D25	0.0032	0.043	74.07	NA	NA	NA
Bacteroidetes;Flavobacteriia;Flavobacteriales;Cryomorphaceae	Family	NA	D240	0.0049	0.006	67.14	NA	NA	NA
Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae	Family	NA	D25	0	0.004	77.78	NA	NA	NA
Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae	Family	NA	D240	0.0367	0.005	70.3	NA	NA	NA
Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae	Family	NA	IC	0	0.054	59.38	0	0.009	70.34
Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium	Genus	NA	D25	0	0.003	79.01	NA	NA	NA
Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium	Genus	NA	D240	0.0517	0.003	76.46	NA	NA	NA
Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium	Genus	NA	IC	NA	NA	NA	0	0.008	71.81
Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Olleya	Genus	NA	IC	0	0.008	77.43	NA	NA	NA
Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Polaribacter	Genus	NA	IC	0	0.039	64.93	NA	NA	NA
Bacteroidetes;Flavobacteriia;Flavobacteriales;Weeksellaceae	Family	NA	D25	0.1974	0.003	71.6	0.1474	0.004	71.55
Bacteroidetes;Flavobacteriia;Flavobacteriales;Weeksellaceae	Family	NA	IC	0.0874	0.009	59.03	0	0.038	32.11
Bacteroidetes;Flavobacteriia;Flavobacteriales;Weeksellaceae;Chryseobacterium	Genus	NA	IC	0.2272	0.005	70.83	0	0.01	58.58
Bacteroidetes;Flavobacteriia;Flavobacteriales;Weeksellaceae;Elizabethkingia	Genus	NA	IC	NA	NA	NA	0	0.011	65.93
Bacteroidetes;Saprospirae	Class	NA	D25	0	0.029	58.02	NA	NA	NA
Bacteroidetes;Saprospirae	Class	NA	D240	0.0125	0.02	50.87	NA	NA	NA
Bacteroidetes;Saprospirae	Class	NA	IC	0.0022	0.076	59.72	NA	NA	NA
Bacteroidetes;Saprospirae;Saprospirales	Order	NA	D25	0	0.029	58.02	NA	NA	NA
Bacteroidetes;Saprospirae;Saprospirales	Order	NA	D240	0.0125	0.02	50.87	NA	NA	NA
Bacteroidetes;Saprospirae;Saprospirales	Order	NA	IC	0.0022	0.076	59.72	NA	NA	NA
Bacteroidetes;Saprospirae;Saprospirales;Chitinophagaceae	Family	NA	D25	0	0.02	65.43	NA	NA	NA
Bacteroidetes;Saprospirae;Saprospirales;Chitinophagaceae	Family	NA	D240	0.0035	0.01	60.35	NA	NA	NA
Bacteroidetes;Saprospirae;Saprospirales;Chitinophagaceae	Family	NA	IC	0	0.045	70.14	NA	NA	NA
Bacteroidetes;Saprospirae;Saprospirales;Chitinophagaceae;Flavisolibacter	Genus	NA	D240	0.0533	0.002	79.94	NA	NA	NA
Bacteroidetes;Saprospirae;Saprospirales;Chitinophagaceae;Sediminibacterium	Genus	NA	IC	0	0.042	76.04	NA	NA	NA
Bacteroidetes;Saprospirae;Saprospirales;Saprospiraceae	Family	NA	D25	0	0.009	72.84	NA	NA	NA
Bacteroidetes;Saprospirae;Saprospirales;Saprospiraceae	Family	NA	D240	0.0315	0.01	60.35	NA	NA	NA
Bacteroidetes;Saprospirae;Saprospirales;Saprospiraceae	Family	NA	IC	0.0573	0.031	67.36	NA	NA	NA
Bacteroidetes;Sphingobacteriia	Class	NA	D240	0	0.01	55.61	NA	NA	NA
Bacteroidetes;Sphingobacteriia	Class	NA	IC	0	0.069	46.88	0	0.014	69.85
Bacteroidetes;Sphingobacteriia;Sphingobacteriales	Order	NA	D240	0	0.01	55.61	NA	NA	NA
