id	F6-p	F7-p	annotation	group	method	shape
Otu1170	0.009151	0.2876	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;S24-7"	grey	h1-q	Binary_Quantitative
Otu10090	0.009691	0.6789	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides"	grey	h1-q	Binary_Quantitative
Otu8088	0.009907	0.9832	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira"	grey	h1-q	Binary_Quantitative
Otu22607	0.01036	0.9657	"Bacteria;Elusimicrobia;Elusimicrobia;Elusimicrobiales;Elusimicrobiaceae"	grey	h1-q	Binary_Quantitative
Otu19833	0.01041	0.814	"Bacteria;Firmicutes;Clostridia;Clostridiales;Mogibacteriaceae"	grey	h1-q	Binary_Quantitative
Otu3264	0.01045	0.4022	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus"	grey	h1-q	Binary_Quantitative
Otu8773	0.01069	0.747	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h1-q	Binary_Quantitative
Otu25680	0.01093	0.004847	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h1-q	Binary_Quantitative
Otu7070	0.01135	0.3391	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h1-q	Binary_Quantitative
Otu31530	0.01137	0.0524	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h1-q	Binary_Quantitative
Otu25069	0.01145	0.7237	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h1-q	Binary_Quantitative
Otu22004	0.012	0.3957	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h1-q	Binary_Quantitative
Otu20646	0.01206	0.7563	"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacteriaceae;Corynebacterium"	grey	h1-q	Binary_Quantitative
Otu16076	0.01254	0.8313	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h1-q	Binary_Quantitative
Otu21318	0.01276	0.4867	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h1-q	Binary_Quantitative
Otu22087	0.01292	0.7703	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira"	grey	h1-q	Binary_Quantitative
Otu1505	0.01325	0.8077	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;YRC22"	grey	h1-q	Binary_Quantitative
Otu16049	0.01337	0.07073	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h1-q	Binary_Quantitative
Otu7079	0.0134	0.6946	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h1-q	Binary_Quantitative
Otu7749	0.01379	0.5943	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira"	grey	h1-q	Binary_Quantitative
Otu15932	0.01462	0.9975	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h1-q	Binary_Quantitative
Otu10181	0.01585	0.2855	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h1-q	Binary_Quantitative
Otu8137	0.01588	0.501	"Bacteria;Bacteroidetes"	grey	h1-q	Binary_Quantitative
Otu15783	0.016	0.4447	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h1-q	Binary_Quantitative
Otu8067	0.0163	0.5697	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira"	grey	h1-q	Binary_Quantitative
Otu27576	0.01646	0.2639	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h1-q	Binary_Quantitative
Otu5905	0.01678	0.6853	"Bacteria;Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta"	grey	h1-q	Binary_Quantitative
Otu10643	0.01685	0.6811	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h1-q	Binary_Quantitative
Otu12437	0.01701	0.8521	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides"	grey	h1-q	Binary_Quantitative
Otu24508	0.01728	0.3981	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira"	grey	h1-q	Binary_Quantitative
Otu1257	0.01755	0.8022	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h1-q	Binary_Quantitative
Otu8065	0.01763	0.219	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira"	grey	h1-q	Binary_Quantitative
Otu7087	0.01771	0.3925	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h1-q	Binary_Quantitative
Otu8916	0.01805	0.2303	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h1-q	Binary_Quantitative
Otu4852	0.01806	0.6448	"Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Dialister"	grey	h1-q	Binary_Quantitative
Otu29309	0.01833	0.1771	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h1-q	Binary_Quantitative
Otu13879	0.01892	0.2312	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_stercorea"	grey	h1-q	Binary_Quantitative
Otu241	0.01892	0.6778	"Bacteria;Verrucomicrobia;Verruco-5;WCHB1-41;RFP12"	grey	h1-q	Binary_Quantitative
Otu10603	0.01916	0.8224	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h1-q	Binary_Quantitative
Otu632	0.01944	0.3	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_copri"	grey	h1-q	Binary_Quantitative
Otu1358	0.02002	0.4109	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h1-q	Binary_Quantitative
Otu7017	0.02033	0.7982	"Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae"	grey	h1-q	Binary_Quantitative
Otu7078	0.02046	0.8265	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h1-q	Binary_Quantitative
Otu759	0.02055	0.9152	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides"	grey	h1-q	Binary_Quantitative
Otu11359	0.02079	0.1824	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h1-q	Binary_Quantitative
Otu1150	0.02084	0.5523	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;YRC22"	grey	h1-q	Binary_Quantitative
Otu17381	0.02085	0.4249	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus"	grey	h1-q	Binary_Quantitative
Otu7915	0.02109	0.2127	"Bacteria;Firmicutes;Clostridia;Clostridiales;Mogibacteriaceae"	grey	h1-q	Binary_Quantitative
Otu482	0.02151	0.3129	"Bacteria;Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta"	grey	h1-q	Binary_Quantitative
Otu7053	0.02187	0.7801	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h1-q	Binary_Quantitative
Otu15144	0.02191	0.985	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_stercorea"	grey	h1-q	Binary_Quantitative
Otu255	0.02211	0.1756	"Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae"	grey	h1-q	Binary_Quantitative
Otu5877	0.02245	0.3895	"Bacteria;Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta"	grey	h1-q	Binary_Quantitative
Otu15829	0.02252	0.3753	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h1-q	Binary_Quantitative
Otu24232	0.02264	0.7969	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira"	grey	h1-q	Binary_Quantitative
Otu20630	0.02288	0.5043	"Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae"	grey	h1-q	Binary_Quantitative
Otu22060	0.02294	0.5716	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h1-q	Binary_Quantitative
Otu9102	0.023	0.1033	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides"	grey	h1-q	Binary_Quantitative
Otu26671	0.02303	0.5887	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h1-q	Binary_Quantitative
Otu29083	0.02306	0.3016	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h1-q	Binary_Quantitative
Otu9159	0.02328	0.3845	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h1-q	Binary_Quantitative
Otu177	0.02333	0.1937	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_coleohominis"	grey	h1-q	Binary_Quantitative
Otu30006	0.0236	0.7702	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h1-q	Binary_Quantitative
Otu5896	0.0238	0.559	Bacteria	grey	h1-q	Binary_Quantitative
Otu20631	0.02395	0.6943	"Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;Coriobacteriaceae"	grey	h1-q	Binary_Quantitative
Otu10648	0.02458	0.1665	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella"	grey	h1-q	Binary_Quantitative
Otu6710	0.02464	0.8624	"Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Anaerovibrio"	grey	h1-q	Binary_Quantitative
Otu610	0.02468	0.3314	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h1-q	Binary_Quantitative
Otu12142	0.02497	0.7116	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae"	grey	h1-q	Binary_Quantitative
Otu9950	0.02503	0.09026	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides"	grey	h1-q	Binary_Quantitative
Otu619	0.0251	0.634	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h1-q	Binary_Quantitative
Otu7020	0.02523	0.1599	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h1-q	Binary_Quantitative
Otu10745	0.0254	0.7587	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h1-q	Binary_Quantitative
Otu7282	0.0254	0.7708	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h1-q	Binary_Quantitative
Otu1247	0.02541	0.3073	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h1-q	Binary_Quantitative
Otu26321	0.02567	0.03528	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h1-q	Binary_Quantitative
Otu28486	0.02593	0.0002278	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Coprococcus"	grey	h1-q	Binary_Quantitative
Otu643	0.0261	0.3221	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h1-q	Binary_Quantitative
Otu21483	0.02619	0.4118	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h1-q	Binary_Quantitative
Otu867	0.02648	0.4018	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h1-q	Binary_Quantitative
Otu20543	0.02672	0.08094	"Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Akkermansia"	grey	h1-q	Binary_Quantitative
Otu1277	0.02675	0.3709	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h1-q	Binary_Quantitative
Otu24323	0.02687	0.4031	"Bacteria;TM7;TM7-3"	grey	h1-q	Binary_Quantitative
Otu15945	0.02754	0.2791	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h1-q	Binary_Quantitative
Otu10773	0.02759	0.6897	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h1-q	Binary_Quantitative
Otu1276	0.02787	0.2734	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h1-q	Binary_Quantitative
Otu21617	0.02797	0.447	"Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae"	grey	h1-q	Binary_Quantitative
Otu21309	0.02838	0.5675	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h1-q	Binary_Quantitative
Otu9018	0.02868	0.4801	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h1-q	Binary_Quantitative
Otu818	0.0287	0.1077	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides"	grey	h1-q	Binary_Quantitative
Otu15895	0.02902	0.9256	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae"	grey	h1-q	Binary_Quantitative
Otu9846	0.02983	0.3307	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_stercorea"	grey	h1-q	Binary_Quantitative
Otu1186	0.02992	0.8135	"Bacteria;Bacteroidetes"	grey	h1-q	Binary_Quantitative
Otu24691	0.03036	0.1813	"Bacteria;Cyanobacteria;4C0d-2;YS2"	grey	h1-q	Binary_Quantitative
Otu30112	0.03049	0.8724	"Bacteria;Cyanobacteria;4C0d-2;YS2"	grey	h1-q	Binary_Quantitative
Otu28416	0.03064	0.9018	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h1-q	Binary_Quantitative
Otu1310	0.03079	0.5251	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h1-q	Binary_Quantitative
Otu28711	0.03087	0.8364	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h1-q	Binary_Quantitative
Otu6022	0.03089	0.02352	"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Intrasporangiaceae;Phycicoccus"	grey	h1-q	Binary_Quantitative
Otu21185	0.03103	0.5118	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h1-q	Binary_Quantitative
Otu17014	0.03138	0.4567	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h1-q	Binary_Quantitative
Otu9035	0.03138	0.7527	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h1-q	Binary_Quantitative
Otu11018	0.03192	0.9187	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae"	grey	h1-q	Binary_Quantitative
Otu10157	0.03193	0.0000562	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_stercorea"	grey	h1-q	Binary_Quantitative
Otu5502	0.03239	0.7728	"Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema"	grey	h1-q	Binary_Quantitative
Otu3364	0.03245	0.02535	"Bacteria;Tenericutes;Mollicutes;Anaeroplasmatales;Anaeroplasmataceae"	grey	h1-q	Binary_Quantitative
Otu1240	0.0332	0.5917	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;CF231"	grey	h1-q	Binary_Quantitative
Otu19860	0.03322	0.4134	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h1-q	Binary_Quantitative
Otu29265	0.03344	0.3116	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h1-q	Binary_Quantitative
Otu10163	0.03368	0.3576	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides"	grey	h1-q	Binary_Quantitative
Otu13142	0.03373	0.05535	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h1-q	Binary_Quantitative
Otu22674	0.03378	0.522	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h1-q	Binary_Quantitative
Otu8690	0.03378	0.2567	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h1-q	Binary_Quantitative
Otu28536	0.03429	0.8042	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h1-q	Binary_Quantitative
Otu1155	0.03433	0.1601	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;S24-7"	grey	h1-q	Binary_Quantitative
Otu21823	0.03477	0.8538	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h1-q	Binary_Quantitative
Otu17097	0.03508	0.4707	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h1-q	Binary_Quantitative
Otu16365	0.0352	0.4145	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;YRC22"	grey	h1-q	Binary_Quantitative
Otu11655	0.03566	0.8142	"Bacteria;Proteobacteria;Alphaproteobacteria"	grey	h1-q	Binary_Quantitative
Otu531	0.03638	0.1248	"Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma"	grey	h1-q	Binary_Quantitative
Otu8677	0.03659	0.8152	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h1-q	Binary_Quantitative
Otu1627	0.03662	0.1969	"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacteriaceae;Corynebacterium"	grey	h1-q	Binary_Quantitative
Otu5919	0.03665	0.06209	"Bacteria;Spirochaetes;Spirochaetes;Sphaerochaetales;Sphaerochaetaceae;Sphaerochaeta"	grey	h1-q	Binary_Quantitative
Otu1124	0.03672	0.8442	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h1-q	Binary_Quantitative
Otu3183	0.03675	0.0709	"Bacteria;Tenericutes;Mollicutes;RF39"	grey	h1-q	Binary_Quantitative
Otu24210	0.03712	0.8755	"Bacteria;TM7;TM7-3;CW040"	grey	h1-q	Binary_Quantitative
Otu23566	0.03744	0.3286	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira"	grey	h1-q	Binary_Quantitative
Otu15750	0.03757	0.01955	"Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae"	grey	h1-q	Binary_Quantitative
Otu29299	0.03802	0.5195	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h1-q	Binary_Quantitative
Otu7808	0.03802	0.3042	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira"	grey	h1-q	Binary_Quantitative
Otu382	0.03858	0.6605	"Bacteria;Tenericutes;RF3;ML615J-28"	grey	h1-q	Binary_Quantitative
Otu13553	0.03864	0.184	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h1-q	Binary_Quantitative
Otu24685	0.03883	0.4879	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira"	grey	h1-q	Binary_Quantitative
Otu7509	0.03914	0.5957	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h1-q	Binary_Quantitative
Otu4095	0.03937	0.2684	"Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema"	grey	h1-q	Binary_Quantitative
Otu3660	0.03963	0.1693	"Bacteria;Firmicutes;Clostridia;Clostridiales;Veillonellaceae;Mitsuokella"	grey	h1-q	Binary_Quantitative
Otu1531	0.0402	0.991	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;S24-7"	grey	h1-q	Binary_Quantitative
Otu24444	0.0402	0.8053	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira"	grey	h1-q	Binary_Quantitative
Otu96	0.04045	0.659	"Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Solibacillus"	grey	h1-q	Binary_Quantitative
Otu853	0.04055	0.2822	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h1-q	Binary_Quantitative
Otu1355	0.04061	0.6352	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;Prevotella"	grey	h1-q	Binary_Quantitative
Otu16260	0.0414	0.9211	"Bacteria;Firmicutes;Clostridia;Clostridiales"	grey	h1-q	Binary_Quantitative
Otu21391	0.04158	0.7464	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h1-q	Binary_Quantitative
Otu26252	0.04249	0.1282	"Bacteria;Synergistetes;Synergistia;Synergistales;Synergistaceae"	grey	h1-q	Binary_Quantitative
Otu1221	0.04257	0.7887	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Odoribacteraceae;Butyricimonas"	grey	h1-q	Binary_Quantitative
Otu8724	0.04268	0.8211	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h1-q	Binary_Quantitative
Otu17466	0.04298	0.3287	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h1-q	Binary_Quantitative
Otu160	0.04309	0.6788	"Bacteria;Tenericutes;Mollicutes;RF39"	grey	h1-q	Binary_Quantitative
Otu15259	0.04314	0.2174	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h1-q	Binary_Quantitative
Otu16019	0.04318	0.132	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h1-q	Binary_Quantitative
Otu222	0.04328	0.3726	"Bacteria;Verrucomicrobia;Verruco-5;WCHB1-41;RFP12"	grey	h1-q	Binary_Quantitative
Otu9601	0.04436	0.2314	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides"	grey	h1-q	Binary_Quantitative
Otu1509	0.04472	0.517	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h1-q	Binary_Quantitative
Otu17225	0.04501	0.2213	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h1-q	Binary_Quantitative
Otu83	0.04556	0.2484	"Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema"	grey	h1-q	Binary_Quantitative
Otu15767	0.04561	0.6536	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Faecalibacterium;Faecalibacterium_prausnitzii"	grey	h1-q	Binary_Quantitative
Otu26008	0.04564	0.8064	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h1-q	Binary_Quantitative
Otu31196	0.04582	0.2213	"Bacteria;Proteobacteria;Alphaproteobacteria;RF32"	grey	h1-q	Binary_Quantitative
Otu16043	0.04605	0.02804	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h1-q	Binary_Quantitative
Otu21924	0.04605	0.01928	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h1-q	Binary_Quantitative
Otu19696	0.04629	0.9045	"Bacteria;Proteobacteria;Alphaproteobacteria"	grey	h1-q	Binary_Quantitative
Otu1139	0.04642	0.4815	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae;YRC22"	grey	h1-q	Binary_Quantitative
Otu8856	0.04646	0.4732	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella"	grey	h1-q	Binary_Quantitative
Otu7401	0.04659	0.9002	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h1-q	Binary_Quantitative
Otu1570	0.04665	0.1795	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;S24-7"	grey	h1-q	Binary_Quantitative
Otu21605	0.04688	0.2875	"Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae"	grey	h1-q	Binary_Quantitative
Otu23751	0.04688	0.6704	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h1-q	Binary_Quantitative
Otu2060	0.04713	0.02017	"Bacteria;Spirochaetes;Spirochaetes;Spirochaetales;Spirochaetaceae;Treponema"	grey	h1-q	Binary_Quantitative
Otu7019	0.04743	0.4567	"Bacteria;Firmicutes;Clostridia;Clostridiales;Christensenellaceae"	grey	h1-q	Binary_Quantitative
Otu21025	0.0476	0.1934	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h1-q	Binary_Quantitative
Otu7058	0.04764	0.01186	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h1-q	Binary_Quantitative
Otu16248	0.04813	0.825	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h1-q	Binary_Quantitative
Otu3191	0.04944	0.4601	"Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Corynebacteriaceae;Corynebacterium"	grey	h1-q	Binary_Quantitative
Otu12513	0.04952	0.04629	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides"	grey	h1-q	Binary_Quantitative
Otu24396	0.04956	0.4023	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira;Oscillospira_guilliermondii"	grey	h1-q	Binary_Quantitative
Otu22317	0.04984	0.4185	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h1-q	Binary_Quantitative
Otu29900	0.05017	0.5093	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h1-q	Binary_Quantitative
Otu11902	0.05019	0.3968	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae"	grey	h1-q	Binary_Quantitative
Otu15922	0.05034	0.4273	"Bacteria;Proteobacteria;Alphaproteobacteria;RF32"	grey	h1-q	Binary_Quantitative
Otu1262	0.05086	0.1012	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h1-q	Binary_Quantitative
Otu7195	0.05089	0.6916	"Bacteria;Firmicutes;Clostridia"	grey	h1-q	Binary_Quantitative
Otu21869	0.05159	0.9232	"Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Oscillospira"	grey	h1-q	Binary_Quantitative
Otu10734	0.05213	0.6192	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales"	grey	h1-q	Binary_Quantitative
Otu28447	0.05218	0.5048	"Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae"	grey	h1-q	Binary_Quantitative
Otu19668	0.05245	0.3349	"Bacteria;Firmicutes;Clostridia;Clostridiales;Mogibacteriaceae"	grey	h1-q	Binary_Quantitative
Otu11826	0.05318	0.9901	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Paraprevotellaceae"	grey	h1-q	Binary_Quantitative
Otu1116	0.05324	0.7593	"Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella_copri"	grey	h1-q	Binary_Quantitative
Otu168	0.05402	0.7087	"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus"	grey	h1-q	Binary_Quantitative
